"Date","UNRATE","FEDFUNDS","TB3MS","CPIAUCSL","M1SL","GDPDEF","GDP","GPDI","TWEXBMTH","SP500"
1941-09-01,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
1941-10-01,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA
1941-11-01,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA
1941-12-01,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA
1942-01-01,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA
1942-02-01,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA
1942-03-01,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA
1942-04-01,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA
1942-05-01,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA
1942-06-01,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA
1942-07-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1942-08-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1942-09-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1942-10-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1942-11-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1942-12-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1943-01-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1943-02-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1943-03-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1943-04-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1943-05-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1943-06-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1943-07-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1943-08-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1943-09-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1943-10-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1943-11-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1943-12-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1944-01-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1944-02-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1944-03-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1944-04-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1944-05-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1944-06-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1944-07-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1944-08-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1944-09-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1944-10-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1944-11-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1944-12-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1945-01-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1945-02-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1945-03-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1945-04-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1945-05-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1945-06-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1945-07-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1945-08-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1945-09-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1945-10-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1945-11-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1945-12-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1946-01-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1946-02-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1946-03-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1946-04-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1946-05-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1946-06-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1946-07-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1946-08-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1946-09-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1946-10-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1946-11-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1946-12-01,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA
1947-01-01,NA,NA,0.38,21.48,NA,11.952,243.164,35.854,NA,NA
1947-02-01,NA,NA,0.38,21.62,NA,NA,NA,NA,NA,NA
1947-03-01,NA,NA,0.38,22,NA,NA,NA,NA,NA,NA
1947-04-01,NA,NA,0.38,22,NA,12.122,245.968,34.505,NA,NA
1947-05-01,NA,NA,0.38,21.95,NA,NA,NA,NA,NA,NA
1947-06-01,NA,NA,0.38,22.08,NA,NA,NA,NA,NA,NA
1947-07-01,NA,NA,0.66,22.23,NA,12.326,249.585,34.911,NA,NA
1947-08-01,NA,NA,0.75,22.4,NA,NA,NA,NA,NA,NA
1947-09-01,NA,NA,0.8,22.84,NA,NA,NA,NA,NA,NA
1947-10-01,NA,NA,0.85,22.91,NA,12.63,259.745,43.25,NA,NA
1947-11-01,NA,NA,0.92,23.06,NA,NA,NA,NA,NA,NA
1947-12-01,NA,NA,0.95,23.41,NA,NA,NA,NA,NA,NA
1948-01-01,3.4,NA,0.97,23.68,NA,12.731,265.742,47.202,NA,NA
1948-02-01,3.8,NA,1,23.67,NA,NA,NA,NA,NA,NA
1948-03-01,4,NA,1,23.5,NA,NA,NA,NA,NA,NA
1948-04-01,3.9,NA,1,23.82,NA,12.845,272.567,50.336,NA,NA
1948-05-01,3.5,NA,1,24.01,NA,NA,NA,NA,NA,NA
1948-06-01,3.6,NA,1,24.15,NA,NA,NA,NA,NA,NA
1948-07-01,3.6,NA,1,24.4,NA,13.083,279.196,52.516,NA,NA
1948-08-01,3.9,NA,1.06,24.43,NA,NA,NA,NA,NA,NA
1948-09-01,3.8,NA,1.09,24.36,NA,NA,NA,NA,NA,NA
1948-10-01,3.7,NA,1.12,24.31,NA,13.123,280.366,51.334,NA,NA
1948-11-01,3.8,NA,1.14,24.16,NA,NA,NA,NA,NA,NA
1948-12-01,4,NA,1.16,24.05,NA,NA,NA,NA,NA,NA
1949-01-01,4.3,NA,1.17,24.01,NA,13.053,275.034,43.14,NA,NA
1949-02-01,4.7,NA,1.17,23.91,NA,NA,NA,NA,NA,NA
1949-03-01,5,NA,1.17,23.91,NA,NA,NA,NA,NA,NA
1949-04-01,5.3,NA,1.17,23.92,NA,12.923,271.351,36.241,NA,NA
1949-05-01,6.1,NA,1.17,23.91,NA,NA,NA,NA,NA,NA
1949-06-01,6.2,NA,1.17,23.92,NA,NA,NA,NA,NA,NA
1949-07-01,6.7,NA,1.02,23.7,NA,12.863,272.889,39.549,NA,NA
1949-08-01,6.8,NA,1.04,23.7,NA,NA,NA,NA,NA,NA
1949-09-01,6.6,NA,1.07,23.75,NA,NA,NA,NA,NA,NA
1949-10-01,7.9,NA,1.05,23.67,NA,12.864,270.627,37.468,NA,NA
1949-11-01,6.4,NA,1.08,23.7,NA,NA,NA,NA,NA,NA
1949-12-01,6.6,NA,1.1,23.61,NA,NA,NA,NA,NA,NA
1950-01-01,6.5,NA,1.07,23.51,NA,12.845,280.828,46.749,NA,NA
1950-02-01,6.4,NA,1.12,23.61,NA,NA,NA,NA,NA,NA
1950-03-01,6.3,NA,1.12,23.64,NA,NA,NA,NA,NA,NA
1950-04-01,5.8,NA,1.15,23.65,NA,12.888,290.383,52.291,NA,NA
1950-05-01,5.5,NA,1.16,23.77,NA,NA,NA,NA,NA,NA
1950-06-01,5.4,NA,1.15,23.88,NA,NA,NA,NA,NA,NA
1950-07-01,5,NA,1.16,24.07,NA,13.168,308.153,58.641,NA,NA
1950-08-01,4.5,NA,1.2,24.2,NA,NA,NA,NA,NA,NA
1950-09-01,4.4,NA,1.3,24.34,NA,NA,NA,NA,NA,NA
1950-10-01,4.2,NA,1.31,24.5,NA,13.415,319.945,68.441,NA,NA
1950-11-01,4.2,NA,1.36,24.6,NA,NA,NA,NA,NA,NA
1950-12-01,4.3,NA,1.34,24.98,NA,NA,NA,NA,NA,NA
1951-01-01,3.7,NA,1.34,25.38,NA,13.9,336,64.582,NA,NA
1951-02-01,3.4,NA,1.36,25.83,NA,NA,NA,NA,NA,NA
1951-03-01,3.4,NA,1.4,25.88,NA,NA,NA,NA,NA,NA
1951-04-01,3.1,NA,1.47,25.92,NA,13.992,344.09,67.383,NA,NA
1951-05-01,3,NA,1.55,25.99,NA,NA,NA,NA,NA,NA
1951-06-01,3.2,NA,1.45,25.93,NA,NA,NA,NA,NA,NA
1951-07-01,3.1,NA,1.56,25.91,NA,14,351.385,61.981,NA,NA
1951-08-01,3.1,NA,1.62,25.86,NA,NA,NA,NA,NA,NA
1951-09-01,3.3,NA,1.63,26.03,NA,NA,NA,NA,NA,NA
1951-10-01,3.5,NA,1.54,26.16,NA,14.16,356.178,57.084,NA,NA
1951-11-01,3.5,NA,1.56,26.32,NA,NA,NA,NA,NA,NA
1951-12-01,3.1,NA,1.73,26.47,NA,NA,NA,NA,NA,NA
1952-01-01,3.2,NA,1.57,26.45,NA,14.153,359.82,58.132,NA,NA
1952-02-01,3.1,NA,1.54,26.41,NA,NA,NA,NA,NA,NA
1952-03-01,2.9,NA,1.59,26.39,NA,NA,NA,NA,NA,NA
1952-04-01,2.9,NA,1.57,26.46,NA,14.17,361.03,53.004,NA,NA
1952-05-01,3,NA,1.67,26.47,NA,NA,NA,NA,NA,NA
1952-06-01,3,NA,1.7,26.53,NA,NA,NA,NA,NA,NA
1952-07-01,3.2,NA,1.81,26.68,NA,14.329,367.701,57.22,NA,NA
1952-08-01,3.4,NA,1.83,26.69,NA,NA,NA,NA,NA,NA
1952-09-01,3.1,NA,1.71,26.63,NA,NA,NA,NA,NA,NA
1952-10-01,3,NA,1.74,26.69,NA,14.368,380.812,60.737,NA,NA
1952-11-01,2.8,NA,1.85,26.69,NA,NA,NA,NA,NA,NA
1952-12-01,2.7,NA,2.09,26.71,NA,NA,NA,NA,NA,NA
1953-01-01,2.9,NA,1.96,26.64,NA,14.371,387.98,61.663,NA,NA
1953-02-01,2.6,NA,1.97,26.59,NA,NA,NA,NA,NA,NA
1953-03-01,2.6,NA,2.01,26.63,NA,NA,NA,NA,NA,NA
1953-04-01,2.7,NA,2.19,26.69,NA,14.4,391.749,62.115,NA,NA
1953-05-01,2.5,NA,2.16,26.7,NA,NA,NA,NA,NA,NA
1953-06-01,2.5,NA,2.11,26.77,NA,NA,NA,NA,NA,NA
1953-07-01,2.6,NA,2.04,26.79,NA,14.46,391.171,61.435,NA,NA
1953-08-01,2.7,NA,2.04,26.85,NA,NA,NA,NA,NA,NA
1953-09-01,2.9,NA,1.79,26.89,NA,NA,NA,NA,NA,NA
1953-10-01,3.1,NA,1.38,26.95,NA,14.487,385.97,56.446,NA,NA
1953-11-01,3.5,NA,1.44,26.85,NA,NA,NA,NA,NA,NA
1953-12-01,4.5,NA,1.6,26.87,NA,NA,NA,NA,NA,NA
1954-01-01,4.9,NA,1.18,26.94,NA,14.533,385.345,55.717,NA,NA
1954-02-01,5.2,NA,0.97,26.99,NA,NA,NA,NA,NA,NA
1954-03-01,5.7,NA,1.03,26.93,NA,NA,NA,NA,NA,NA
1954-04-01,5.9,NA,0.97,26.86,NA,14.546,386.121,55.449,NA,NA
1954-05-01,5.9,NA,0.76,26.93,NA,NA,NA,NA,NA,NA
1954-06-01,5.6,NA,0.64,26.94,NA,NA,NA,NA,NA,NA
1954-07-01,5.8,0.8,0.72,26.86,NA,14.565,390.996,58.971,NA,NA
1954-08-01,6,1.22,0.92,26.85,NA,NA,NA,NA,NA,NA
1954-09-01,6.1,1.07,1.01,26.81,NA,NA,NA,NA,NA,NA
1954-10-01,5.7,0.85,0.98,26.72,NA,14.605,399.734,62.139,NA,NA
1954-11-01,5.3,0.83,0.93,26.78,NA,NA,NA,NA,NA,NA
1954-12-01,5,1.28,1.15,26.77,NA,NA,NA,NA,NA,NA
1955-01-01,4.9,1.39,1.22,26.77,NA,14.673,413.073,68.702,NA,NA
1955-02-01,4.7,1.29,1.17,26.82,NA,NA,NA,NA,NA,NA
1955-03-01,4.6,1.35,1.28,26.79,NA,NA,NA,NA,NA,NA
1955-04-01,4.7,1.43,1.59,26.79,NA,14.734,421.532,72.688,NA,NA
1955-05-01,4.3,1.43,1.45,26.77,NA,NA,NA,NA,NA,NA
1955-06-01,4.2,1.64,1.41,26.71,NA,NA,NA,NA,NA,NA
1955-07-01,4,1.68,1.6,26.76,NA,14.837,430.221,74.747,NA,NA
1955-08-01,4.2,1.96,1.9,26.72,NA,NA,NA,NA,NA,NA
1955-09-01,4.1,2.18,2.07,26.85,NA,NA,NA,NA,NA,NA
1955-10-01,4.3,2.24,2.23,26.82,NA,14.984,437.092,78.882,NA,NA
1955-11-01,4.2,2.35,2.24,26.88,NA,NA,NA,NA,NA,NA
1955-12-01,4.2,2.48,2.54,26.87,NA,NA,NA,NA,NA,NA
1956-01-01,4,2.45,2.41,26.83,NA,15.134,439.746,78.303,NA,NA
1956-02-01,3.9,2.5,2.32,26.86,NA,NA,NA,NA,NA,NA
1956-03-01,4.2,2.5,2.25,26.89,NA,NA,NA,NA,NA,NA
1956-04-01,4,2.62,2.6,26.93,NA,15.224,446.01,77.02,NA,NA
1956-05-01,4.3,2.75,2.61,27.03,NA,NA,NA,NA,NA,NA
1956-06-01,4.3,2.71,2.49,27.15,NA,NA,NA,NA,NA,NA
1956-07-01,4.4,2.75,2.31,27.29,NA,15.415,451.191,78.267,NA,NA
1956-08-01,4.1,2.73,2.6,27.31,NA,NA,NA,NA,NA,NA
1956-09-01,3.9,2.95,2.84,27.35,NA,NA,NA,NA,NA,NA
1956-10-01,3.9,2.96,2.9,27.51,NA,15.477,460.463,77.145,NA,NA
1956-11-01,4.3,2.88,2.99,27.51,NA,NA,NA,NA,NA,NA
1956-12-01,4.2,2.94,3.21,27.63,NA,NA,NA,NA,NA,NA
1957-01-01,4.2,2.84,3.11,27.67,NA,15.689,469.779,77.728,NA,NA
1957-02-01,3.9,3,3.1,27.8,NA,NA,NA,NA,NA,NA
1957-03-01,3.7,2.96,3.08,27.86,NA,NA,NA,NA,NA,NA
1957-04-01,3.9,3,3.07,27.93,NA,15.799,472.025,77.907,NA,NA
1957-05-01,4.1,3,3.06,28,NA,NA,NA,NA,NA,NA
1957-06-01,4.3,3,3.29,28.11,NA,NA,NA,NA,NA,NA
1957-07-01,4.2,2.99,3.16,28.19,NA,15.893,479.49,79.339,NA,NA
1957-08-01,4.1,3.24,3.37,28.28,NA,NA,NA,NA,NA,NA
1957-09-01,4.4,3.47,3.53,28.32,NA,NA,NA,NA,NA,NA
1957-10-01,4.5,3.5,3.58,28.32,NA,15.904,474.864,71.045,NA,NA
1957-11-01,5.1,3.28,3.31,28.41,NA,NA,NA,NA,NA,NA
1957-12-01,5.2,2.98,3.04,28.47,NA,NA,NA,NA,NA,NA
1958-01-01,5.8,2.72,2.44,28.64,NA,16.076,467.54,66.73,NA,NA
1958-02-01,6.4,1.67,1.53,28.7,NA,NA,NA,NA,NA,NA
1958-03-01,6.7,1.2,1.3,28.87,NA,NA,NA,NA,NA,NA
1958-04-01,7.4,1.26,1.13,28.94,NA,16.123,471.978,65.065,NA,NA
1958-05-01,7.4,0.63,0.91,28.94,NA,NA,NA,NA,NA,NA
1958-06-01,7.3,0.93,0.83,28.91,NA,NA,NA,NA,NA,NA
1958-07-01,7.5,0.68,0.91,28.89,NA,16.221,485.841,71.999,NA,NA
1958-08-01,7.4,1.53,1.69,28.94,NA,NA,NA,NA,NA,NA
1958-09-01,7.1,1.76,2.44,28.91,NA,NA,NA,NA,NA,NA
1958-10-01,6.7,1.8,2.63,28.91,NA,16.298,499.555,80.001,NA,NA
1958-11-01,6.2,2.27,2.67,28.95,NA,NA,NA,NA,NA,NA
1958-12-01,6.2,2.42,2.77,28.97,NA,NA,NA,NA,NA,NA
1959-01-01,6,2.48,2.82,29.01,138.9,16.336,510.33,83.166,NA,NA
1959-02-01,5.9,2.43,2.7,29,139.4,NA,NA,NA,NA,NA
1959-03-01,5.6,2.8,2.8,28.97,139.7,NA,NA,NA,NA,NA
1959-04-01,5.2,2.96,2.95,28.98,139.7,16.361,522.653,89.381,NA,NA
1959-05-01,5.1,2.9,2.84,29.04,140.7,NA,NA,NA,NA,NA
1959-06-01,5,3.39,3.21,29.11,141.2,NA,NA,NA,NA,NA
1959-07-01,5.1,3.47,3.2,29.15,141.7,16.424,525.034,83.606,NA,NA
1959-08-01,5.2,3.5,3.38,29.18,141.9,NA,NA,NA,NA,NA
1959-09-01,5.5,3.76,4.04,29.25,141,NA,NA,NA,NA,NA
1959-10-01,5.7,3.98,4.05,29.35,140.5,16.489,528.6,86.524,NA,NA
1959-11-01,5.8,4,4.15,29.35,140.4,NA,NA,NA,NA,NA
1959-12-01,5.3,3.99,4.49,29.41,139.9,NA,NA,NA,NA,NA
1960-01-01,5.2,3.99,4.35,29.37,140,16.555,542.648,96.476,NA,NA
1960-02-01,4.8,3.97,3.96,29.41,139.9,NA,NA,NA,NA,NA
1960-03-01,5.4,3.84,3.31,29.41,139.8,NA,NA,NA,NA,NA
1960-04-01,5.2,3.92,3.23,29.54,139.6,16.597,541.08,87.096,NA,NA
1960-05-01,5.1,3.85,3.29,29.57,139.6,NA,NA,NA,NA,NA
1960-06-01,5.4,3.32,2.46,29.61,139.6,NA,NA,NA,NA,NA
1960-07-01,5.5,3.23,2.3,29.55,140.2,16.654,545.604,86.377,NA,NA
1960-08-01,5.6,2.98,2.3,29.61,141.3,NA,NA,NA,NA,NA
1960-09-01,5.5,2.6,2.48,29.61,141.2,NA,NA,NA,NA,NA
1960-10-01,6.1,2.47,2.3,29.75,140.9,16.703,540.197,75.963,NA,NA
1960-11-01,6.1,2.44,2.37,29.78,140.9,NA,NA,NA,NA,NA
1960-12-01,6.6,1.98,2.25,29.81,140.7,NA,NA,NA,NA,NA
1961-01-01,6.6,1.45,2.24,29.84,141.1,16.739,545.018,78.378,NA,NA
1961-02-01,6.9,2.54,2.42,29.84,141.6,NA,NA,NA,NA,NA
1961-03-01,6.9,2.02,2.39,29.84,141.9,NA,NA,NA,NA,NA
1961-04-01,7,1.49,2.29,29.81,142.1,16.778,555.545,84.108,NA,NA
1961-05-01,7.1,1.98,2.29,29.84,142.7,NA,NA,NA,NA,NA
1961-06-01,6.9,1.73,2.33,29.84,142.9,NA,NA,NA,NA,NA
1961-07-01,7,1.17,2.24,29.92,142.9,16.821,567.664,90.917,NA,NA
1961-08-01,6.6,2,2.39,29.94,143.5,NA,NA,NA,NA,NA
1961-09-01,6.7,1.88,2.28,29.98,143.8,NA,NA,NA,NA,NA
1961-10-01,6.5,2.26,2.3,29.98,144.1,16.874,580.612,92.931,NA,NA
1961-11-01,6.1,2.61,2.48,29.98,144.8,NA,NA,NA,NA,NA
1961-12-01,6,2.33,2.6,30.01,145.2,NA,NA,NA,NA,NA
1962-01-01,5.8,2.15,2.72,30.04,145.2,16.961,594.013,98.074,NA,NA
1962-02-01,5.5,2.37,2.73,30.11,145.7,NA,NA,NA,NA,NA
1962-03-01,5.6,2.85,2.72,30.17,146,NA,NA,NA,NA,NA
1962-04-01,5.6,2.78,2.73,30.21,146.4,16.989,600.366,96.706,NA,NA
1962-05-01,5.5,2.36,2.69,30.24,146.8,NA,NA,NA,NA,NA
1962-06-01,5.5,2.68,2.73,30.21,146.6,NA,NA,NA,NA,NA
1962-07-01,5.4,2.71,2.92,30.22,146.5,17.024,609.027,98.16,NA,NA
1962-08-01,5.7,2.93,2.82,30.28,146.6,NA,NA,NA,NA,NA
1962-09-01,5.6,2.9,2.78,30.42,146.3,NA,NA,NA,NA,NA
1962-10-01,5.4,2.9,2.74,30.38,146.7,17.059,612.28,94.968,NA,NA
1962-11-01,5.7,2.94,2.83,30.38,147.3,NA,NA,NA,NA,NA
1962-12-01,5.5,2.93,2.87,30.38,147.8,NA,NA,NA,NA,NA
